Label	Question	Meta	Answer	URL	View	Category	Subcategory	Subcat 1	Subcat 2	Subcat 3	Subcat 4	Subcat 5	Subcat 6	Subcat 7	Subcat 8	Subcat 9	Last Edited	Editing User
qed203	Can I buy an Avios travel insurance policy on its own?	"cover, protectio"	Yes. You can book these on our website without buying any other product.		GBMOB;GBWEB	I am thinking of making a booking	General										19/11/2013	
bg190	What can I book online with Avios?	web website	"You can book scheduled flights, hotels, car hire and insurance by going to the 'Spend Avios' tab on our website. And you can book days out, theatre tickets, wine cases and experiences by going to the 'Experiences' section under the 'Spend' tab. Other products listed under the 'Spend' tab can be booked via our Customer Contact Centre on 0844 49 333 49. "		GBMOB;GBWEB	I am thinking of making a booking	General										20/11/2014	Alicia Price
bg240	How do I book UK days out and experiences online?	wine beer tickets theatre theme park day outing alton towers castle thorpe chessington activities activity rhs trust heritage spa merlin pass annual dungeon dungeons segway gourmet photoshoot afternoon tea  skydive skydiving racing pudding shard simulator pamper paintball cinema disney park balloon champagne diggerland sealife experience makeover gliding rasul stadium london tower wildfowl wetlands zoo whipsnade riverboat lunch massage kensington hampton palace ripley guiness ede	"Click on the Experiences link under the 'Spend' tab on our website. Choose the type of activity you want from the drop down menu and you'll find details of all experiences. Once you've chosen, just select how many tickets you want, click 'Add to basket' and follow the steps to complete your purchase. Please note that when theme parks and attractions are closed due to seasonal opening times, they won't be bookable online and you can only buy tickets using Avios (not cash)."		GBMOB;GBWEB	I am thinking of making a booking	General										20/11/2014	Alicia Price
bg192	Who can use my Avios?	"book ticket somene, someone, gift, another person, friend, family, member, else, daughter, son, relatives, relatives, children, daughters, sons, grandchildren, grandchild, brother, sister, mother-in-law, father-in-law, son-in-law, daughter-in-law, wife, husband"	"As long as you (the account holder) make the booking, you can use your Avios to book things for anyone you choose."		GBMOB;GBWEB;ZAWEB;ZAMOB	I am thinking of making a booking	General										16/01/2014	
qed300	Can I fly from my local airport?	"Regional, regionals, nearest, birmingham, glasgow, edinburgh, newcastle, leeds, lba, ncl, exeter, southampton, liverpool, bradford, manchester, belfast, jersey, direct, flight, flights, connections, doncaster, cardiff, sheffield, connecting, norwich, airports, bristol, midlands, midland, scotland"	"Yes you can.We offer flights from 36 airports, including Birmingham, Cardiff, Edinburgh, Exeter, Manchester and Southampton..Flybe, Monarch, Air Malta and Aurigny fly direct to many European destinations. Visit our Air Partners page to find out more or call us on 0844 49 333 49.We also offer regional connections on British Airways flights from Belfast, Edinburgh, Glasgow, Jersey, Leeds, Bradford, Manchester and Newcastle.Check availability and book flights with all our airlines and from all UK airports.Plus, you can use your Avios to book brochure holidays with companies such as Cosmos, Kuoni, First Choice, Thomson, and Thomas Cook. This gives you a choice of holidays that include flights from your local airport.If you've seen a holiday in a brochure and would like an Avios quote, give our UK based award winning contact centre a call on 0844 49 333 49.Visit our Holidays page to find out more."		GBMOB;GBWEB	I am thinking of making a booking	Flights										08/02/2016	Matthew Brown
qed148	Can I make special requests or request extras for my hotel booking?		"If you have special requests, such as cots, extra beds, or high or low floor preferences, you need to make them directly with us after making your booking. To make a special request, please call us on 0344 49 333 99."		GBMOB;GBWEB	I am thinking of making a booking	General										13/06/2014	Alicia Price
za110	What is the offline service fee?	extra charges	"An offline service fee is a ZA R170 charge applied to offline bookings. For flights, the fee is applied per person (excluding infants). For other products, the charge is per booking. On-request hotels won't be charged an offline service fee. The fee won't be applied to amendments or cancellations, as you'll need to give us a call if anything needs changing on your booking."		ZAWEB;ZAMOB	I am thinking of making a booking	Payment Query										09/04/2014	Emma Simpson
bg313	Can I use more than one credit card to pay?		"You can use more than one credit card to pay if you are booking through the Customer Contact Centre. Please call us on 0844 49 333 99 to make your booking, we'll need all the card holders to be present.If you are booking online you'll only be able to use one card to pay."		GBMOB;GBWEB	I am thinking of making a booking	Payment Query										24/03/2015	Alicia Price
bg189	Does Avios offer airport transfers?	"transfer, shuttle, shuttles, transport, transportatio"	"Yes, we offer a range of different transfer options which you can pay for in Avios, money, or a bit of both. To discuss the options we have available for your particular trip, give us a call on 0844 49 333 49. "		GBMOB;GBWEB	I am thinking of making a booking	General										20/08/2013	
bg97	Why isn't the Reward Flight Saver available for longhaul flights?	long haul taxes fees charges reward saver rfs zone zones regular collector	"As the vast majority (approximately 87%) of our customers fly shorthaul, we're offering a fixed cost of £17.50* per person, each way, on British Airways flights to Europe for our regular collectors. This is called the 'Reward Flight Saver', or RFS for short. It's our way of rewarding our regular collectors - those who've collected 1 or more Avios in the 12 months prior to booking.The taxes, fees and carrier charges for longhaul flights have risen too much for us to cover them. Air passenger and fuel charges on long haul flights can fluctuate regularly, which means we're unable to offer similar savings to longhaul destinations. You can still use your Avios for longhaul flights, you'll just pay the taxes, fees and carrier charges, which can vary and are charged by the airlines. "		GBMOB;GBWEB	I am thinking of making a booking	Flights										24/03/2015	Alicia Price
qed154	Can I book ferry tickets through Avios?	"ferries, channel crossing, dover, calais, p&o, cross-channel, brittany, condor, dfds, portsmouth, caen, larne, troon, holyhead, brittany, france, spain, ferry, motorhome, motorbike, motor, caravan, campervan, jersey, guernsey, holyhead, irish"	"You can, yes. We deal with lots of different ferry companies. You can click here to see the ferry operators that we're partnered with. In most cases, you can travel as a foot passenger or take your motorbike, car or motorhome. You can book a single or return trip. Please note, it may be possible to book non-uk orignating ferries depending on the ferry company, please ask our Sales Team when you call.Prices will vary depending on availability, sail time, and dates. Once you know the ferry journey you'd like, you can give our Sales Team a call on 0844 49 333 99 for a quote and to book."		GBMOB;GBWEB	I am thinking of making a booking	General										13/06/2014	Emma Simpson
bg86	What things can I book or amend online?		"You can book many of our products online, from flights and hotels to UK attractions and even cases of wine. Head to our Spend Homepage to find them. Amendments can't be done online as in most cases we've booked with a 3rd party. To find out your amendment options you'll just need to contact us."		GBMOB;GBWEB	I am thinking of making a booking	General										27/11/2013	
za59	How much does a child or infant pay for an Avios flight ticket?	"children, discount, baby, babies"	"Infants (under 2 years) receive a discounted rate and pay just 10% of the Avios price.Children (2-12 years) don't receive a discount on Avios prices.A child is classed between the age of 2 and 12 inclusive. If a passenger falls within this range they will pay the standard adult price for a Reward Flight Saver ticket, which is the Avios plus R700. If the flight is not a Reward Flight Saver ticket, the price would be the Avios plus the appropriate taxes, fees and charges.An infant is aged between 0 and 1 inclusive. If a passenger falls within this range they will pay 10% of the Avios plus R700 for a Reward Flight Saver ticket. If the flight is not a Reward Flight Saver ticket the price would be the 10% Avios plus the appropriate taxes, fees and charges."		ZAWEB;ZAMOB	I am thinking of making a booking	Flights										25/04/2014	Emma Simpson
qed219	Can I use Avios for Avis car hire?	rental book pay	"You can, yes. You can book car hire for a full Avios price or use a mixture of Avios and money. Head over to our Car hire page, where you can enter your dates and destination to see what's available. "		GBMOB;GBWEB	I am thinking of making a booking	General										27/11/2013	
bg191	How much notice do I need to give to make a booking online?	time advance prior book release released	"Avios bookings are subject to availability and can be booked up to 24 hours prior to departure. However, some car hire destinations only offer rentals 48 hours outside of your travel date. Flight bookings can be made up to 50 weeks prior to departure date, subject to availability. Holiday bookings with companies such as Thomson and Airtours can be booked up to the day of departure through our Contact Centre on 0844 49 333 99."		GBMOB;GBWEB	I am thinking of making a booking	General										29/01/2014	
bg305	Do I have to show photo ID for domestic (UK) flights?	"passport, identification, british, photographic"	"Some airlines do request this, so we advise you carry this with you."		GBMOB;GBWEB	I am thinking of making a booking	"Passport, Visa and Health"										16/08/2013	George
bg198	Can I use more than one Avios account to pay?		"If you book online, you can only use one Avios account. If you want to use multiple accounts to pay, please call us on 0844 49 333 99 to book."		GBWEB;GBMOB	I am thinking of making a booking	Payment Query										16/08/2013	George
bg296	When is my booking confirmed?	"documents, documentation, tickets, ticket, confirmation, confirm, itinerary, docs, document, details"	"Your booking is confirmed once you've clicked on the 'Make Payment' button, at which point your payment is processed and your booking completed. Your booking reference will then show on the following, 'Final Confirmation', screen and your confirmation email will arrive within 24 hours. Full documentation and e-tickets are usually sent within 48 hours. If you haven't received your confirmation or booking documents, or would like another copy, please get in touch with us so we can send it again. We're unable to hold bookings for you and full payment must be taken before a booking is finalised and any products are confirmed."		GBMOB;GBWEB;ZAWEB;ZAMOB	I am thinking of making a booking	General										16/02/2016	Alicia Price
bg186	How do I make a booking with Avios?		"The quickest way is on this website - just go to our homepage or 'Spend Avios' tab and search for flights. You can check availability and book 24/7. If you can't find what you're looking for, call us on 0844 49 333 99 and we'll be happy to help."		GBWEB;GBMOB	I am thinking of making a booking	Flights										16/08/2013	George
bg307	"What about passport, visa and health formalities?"	"maiden, married, middle, names, passports, visas, injections, innoculations, malaria, esta, vaccination, vaccinations, foreign office, health"	"It is your responsibility to ensure you comply with any required visa, safety, security and health formalities, in force at the time of travel, for your destination. As these may take time to arrange, this should be done well in advance of your travel date. The Foreign &amp; Commonwealth Office (FCO) provides important advice for travellers on their destination www.gov.uk/knowbeforeyougoWhen booking your flights with us, please ensure that all passengers' first and last names match those shown on their passports. If you've recently changed your name and not updated your passport yet, you'll need to book your flight in the name that's on your passport.'"		GBMOB;GBWEB;ZAWEB;ZAMOB	I am thinking of making a booking	"Passport, Visa and Health"										21/08/2015	Alicia Price
bg292	How do I make a special flight request?	"assistance, assist, wheelchair, disability, accessibility, disabilities, equality, needs, additional, support, seat, prebook, arrange, seats, pre, disabled"	"You can make special flight requests outside 24 hours of travel. This includes dietary and seating requirements. If you're booking online you'll need to contact us on 0844 49 333 49 once the booking is confirmed. If you choose to book with one of our agents, please tell them any request you have at the time of booking and they'll make them there and then. N.B Special requests are not guaranteed and penalties may be incurred if you need to cancel.If you have an accessibility requirement view our accessibility page for more information on making a booking."		GBMOB;GBWEB	I am thinking of making a booking	Flights										05/02/2014	
za66	How much do I pay for taxes?	tfcs tfc	"The taxes, fees and carrier charges vary depending on which flight you book. You can find the exact amount for your trip by clicking here and searching for your flight.We've also come up with a way to help our regular collectors save on taxes - it's called Reward Flight Saver. If you've collected Avios in the last 12 months, you can book British Airways flights for the relevant Avios and only R700 per person return. This is the price for an economy flight - where available, you can also pay R750 for premium economy, R800, for business class and R900 for first class. Reward Flight Saver is also available for one-way flights worth up to 10,000 Avios. The price for a one-way destination is half the return cost."		ZAWEB;ZAMOB	I am thinking of making a booking	Pricing Information										16/02/2016	Alicia Price
za65	Can I book one-way flights?	single 	"Yes, you can book one-way flights with all of our airlines, whether you're departing from South Africa or abroad. You can book these using the 'Flights' link, under the 'Spend' tab. If you click here, it'll take you to the page. From here, just enter your flight details and tick the 'One-way' box.To make things nice and simple, you just pay half the price of the standard Avios price plus your airline taxes, fees and carrier charges. To reward our regular collectors we have our Reward Flight Saver. You just pay the Avios fare and R350 pp each way (R375 Premium, R400 Business and R450 First Class)."		ZAWEB;ZAMOB	I am thinking of making a booking	Flights										16/02/2016	Alicia Price
bg104	Can I book fly-drive holidays?	"flydrive, fly drive, self drive, drive"	"Yes, we'd love to help you with a fly-drive holiday. You can book both flights and car hire with us online via our 'Spend' menu. We can also offer fly-drive trips with several of our tour operator partners, such as Kuoni and Travelsphere. If you'd like to discuss all your options with us,  you can get in touch with us on 0844 49 333 49. "		GBMOB;GBWEB	I am thinking of making a booking	Flights										16/08/2013	George
bg188	Do I need to log in to book online?		"Yes. To book online, you need to log in to the account you'll be using to pay with, using your username and password. Unfortunately, you cannot book online using more than one Avios account to pay - if you'd like to do this, just call us on 0844 49 333 99. If you want to book using two or more accounts on a regular basis, and the accounts are held at the same address, you can go to 'Create household account' on the 'My account' tab when you're logged in - this allows you to pool your Avios into one account and use them to book online in the future."		GBMOB;GBWEB	I am thinking of making a booking	General										28/11/2013	
qed310	Want to work for Avios?	"recruitment, career, careers, job, jobs, vacancy, vacancies, position, positions, recruiting, recruited, recruit, employ, employment"	"If you're interested in a career at Avios, please send your CV and covering letter to the Recruitment Team at recruitment@avios.com and they will get in touch to discuss any opportunities with you. Also, you can connect with us on LinkedIn, where we advertise all of our vacancies."		GBMOB;GBWEB	Company Information	About Us										12/02/2014	
qed054	Is Avios ABTA  protected?		"Avios Group (AGL) Limited is a Member of ABTA membership number C6622. Some of the travel arrangements that we sell are protected in the case of the financial failure of the travel company. Please ask us about the protection that applies to your booking. ABTA and ABTA Members help holidaymakers to get the most from their travel and assist when things don't go according to plan. We are obliged to maintain a high standard of service to you by ABTA's Code of conduct. for more information on ABTA, the Code of conduct and the arbitration scheme available to you if you have a complaint, contact ABTA, 30 Park Street, London SE1 9EQ, tel 020 3117 0500  ww.abta.com"		GBWEB;GBMOB	Company Information	About Us										16/08/2013	George
qed361		changes	We\'re making these changes to give you more opportunities to spend Avios on flights. as well as to make sure that our programme remains competitive.Our changes will:Enable you to get to reward flights faster by introducing off-peak pricing which is lower than current peak economy fares; Offer British Airways seats on all flights in all travel periods.		GBMOB;GBWEB;ZAWEB;ZAMOB	Company Information	About Us										26/01/2015	Alicia Price
za72	What is Avios?	Avios? Aviso Aviosa general	"Avios is a global currency, which can be collected through the Avios Travel Rewards Programme, British Airways Executive Club and Iberia Plus. You can collect Avios when buying groceries, refuelling your car using your Avios credit card and booking flights with British Airways and Iberia. Once you've collected enough Avios, you can redeem them for flights all over the world. See where you could go with your Avios. We'll be adding new ways to spend your Avios too, so keep checking this website to see the latest rewards."		ZAWEB;ZAMOB	Company Information	About Us										30/04/2014	Emma Simpson
qed055	Is Avios ATOL protected?	"protection, cover, "	Avios Group (AGL) Limited are members of the ATOL scheme number 4562. Many of the flights and flight inclusive holidays on this website are financially protected by the ATOL scheme. But ATOL protection does not apply to all holiday and travel services listed on this website. Please ask us to confirm what protection may apply to your booking. If you do not receive an ATOL Certificate then the booking will not be ATOL protected. Please see our booking conditions for information or for more information about financial protection and the ATOL Certificate go to www.atol.org.uk/ATOLcertificate.		GBMOB;GBWEB	Company Information	About Us										16/02/2016	Alicia Price
za74	Where can I fly to from South Africa?		"To see a list of all the amazing international destinations we fly to, check out our Where can I fly with Avios page."		ZAWEB;ZAMOB	Company Information	About Us										19/11/2013	Alicia Price
za77	Where can my Avios take me?	many durban harare livingstone maputo port elizabeth victoria cape windehoek jnb joburg johannesburg mauritius fly destination destinations flights flight international places place tshwane pretoria polokwane ekhuruleni 	"The Avios you collect can take you to many exciting places in South Africa and all over the world. For a full list of destinations and how many Avios are required, take a look at our Where can I fly with Avios page."		ZAWEB;ZAMOB	Company Information	About Us										13/02/2014	
za71	What is the Avios Travel Rewards Programme?	fees	"We're a travel rewards programme. We reward your everyday shopping with our partners, by giving you Avios in return. Whether shopping for groceries at Pick n Pay, refuelling your car at BP using your Avios credit card or booking flights with British Airways and Iberia, you'll collect Avios. This can then be redeemed against flights. Our parent company is IAG (International Airlines Group). They're one of the world's biggest airline groups (British Airways, Iberia), with over 348 aircrafts flying to over 200 destinations and carrying more than 50 million passengers each year.There are no fees for joining Avios. Find out more about how it works."		ZAWEB;ZAMOB	Company Information	About Us										03/04/2014	Alicia Price
za76	Which airports in South Africa can I fly from?		"You can fly from airports in Durban, Cape Town and Johannesburg. It depends on your chosen destination.  "		ZAWEB;ZAMOB	Company Information	About Us										23/05/2014	Emma Simpson
za1	How do I contact Avios?		"Contact us by phone: to speak to someone, just call us on 0214 277 555. We are open: Monday to Friday: 8am - 6.30pm. Saturday, Sunday and bank holidays: 9am - 1pm.Not in South Africa? Call us on 0027 (0) 10 241 1369.Please note: calls may be recorded for training purposes. The standard Telkom rate for a local call is 42c per minute during Standard Time (Mon-Fri 07.00 - 19.00) and 21c per minute during CallMore Time (Mon-Fri 19.00 - 07.00 and Fri-Mon 19.00 - 07.00), with a minimum charge of 57c per call (excludes calls from cell phones and other licensed operators)."		ZAMOB	Company Information	About Us										23/09/2015	Alicia Price
za73	Why should I collect with Avios?		"Your loyalty deserves to be rewarded, and with Avios we'll do just that. You'll receive Avios when you're buying your groceries at Pick n Pay, filling up your car at BP using your Avios credit card or selling your house with Lew Geffen Sotheby's Realty. And that's just for starters. The Avios you collect can be redeemed against flights.Simply by collecting 1 Avios each year, you're entitled to our Reward Flight Saver too - Reward Flight Saver includes airline taxes fees and carrier charges - all you pay is the Avios fare plus R350 RFS one way per person. RFS is available on domestic and regional destinations that can be bought with up to 10,000 Avios on British Airways one way flights in Traveller (economy) class."		ZAWEB;ZAMOB	Company Information	About Us										16/08/2013	George
za39	How do I contact Avios?		" By Live Web ChatWe're available online to instantly answer your questions. Chat with us nowWe are online:Mon - Fri: 10am - 10pm Sat: 11am - 7pm and Sun: 12am - 6pm By EmailWe'll answer any questions you have within 72 hours.(To ensure that we keep your personal account information safe, please include your ID or passport number. We'll need this before we can disclose any account information to you.) Send us an email  By PhoneIf you'd rather speak to someone, call us on: 0214 277 555.We are open:Monday to Friday: 8am - 6.30pmSaturday and bank holidays: 9am - 1pm.Not in South Africa? Call us on 0027 (0) 21 427 7555.Please note: calls may be recorded for training purposes.The standard Telkom rate for a local call is 42c per minute during Standard Time (Mon-Fri 07.00 - 19.00) and 21c per minute during CallMore Time (Mon-Fri 19.00 - 07.00 and Fri-Mon 19.00 - 07.00), with a minimum charge of 57c per call (excludes calls from cell phones and other licensed operators)."		ZAWEB	Company Information	About Us										26/10/2015	Alicia Price
qed337	Can I collect Avios if I don't live in the South Africa?		You must live at an address in the Republic of South Africa to collect under the scheme operated by us in South Africa. We also run Avios UK for customers who live in the United Kingdom.		ZAWEB;ZAMOB	Company Information	About Us										04/07/2014	Alicia Price
qed338	Can I collect Avios if I don't live in the UK?	"United States, USA, USA, Canada, overseas, south africa, ZA"	"You must live at an address in the UK, Isle of Man or the Channel Islands to collect under the scheme operated by us in the UK.  If you reside in South Africa, you can join the Avios Travel Rewards Programme for South Africa at www.avios.com/southafrica"		GBMOB;GBWEB	Company Information	About Us										04/07/2014	Alicia Price
qed257	How do I contact Avios?	"chat, webchat, livechat, contact, opening, telephone, email, post, address, speak, call, phone, number, address, helpline, staff, marketing, contact, opening, telephone, team, post, address, sales, customer service, help, support, chat, webchat, mail, mailing, communication, marketing, agent, number, advisor, ring, hello, hi, talk"	"Contact Us By Live Web ChatWe're available online to instantly answer your questions. Chat with us nowWe are online:Mon - Fri: 8am - 8pm, Sat 9am - 5pm and Sun 10am - 4pm  By EmailWe'll answer any questions you have within 72 hours. Send us an email  By PhoneIf you'd rather speak to someone, call us on: 0844 49 333 99*.We are open:Monday to Friday: 8am - 8pmSaturday: 9am - 5pmSunday: 10am - 4pm.Not in the UK? Call 00 44 1925 848 693Please note: calls may be recorded for training purposes.Calls cost 7p per minute, plus your phone company's access charge. Mobile and other providers may vary.* If you complete a booking by phone which could have been made online you may incur additional booking fees."		GBWEB	Company Information	About Us										13/11/2015	Alicia Price
bg88	What is IAG?	"IAG, International Airlines Group"	"IAG is International Airlines Group, a company created to manage the merged British Airways and Iberia airlines. It's the owner of Avios Group (AGL) Ltd which runs Avios. And it's an exciting opportunity for Avios members - as it gives us all more options for flight rewards, more global partnerships and more places to go in the future."		GBMOB;GBWEB;ZAWEB;ZAMOB	Company Information	About Us										24/03/2015	Alicia Price
qed321	Which Avios programme should I join?		"Avios can be collected through the Avios Travel Rewards Programme (that's us), British Airways Executive Club and Iberia Plus, and you can combine your Avios to any individual account.If you'd like help deciding which Avios programme is right for you, try our Avios Calculator by clicking here."		GBMOB;GBWEB;ZAWEB;ZAMOB	Company Information	About Us										06/03/2014	Alicia Price
za75	Where can I fly to in South Africa?	travel 	We fly to a great selection destinations in South Africa.See where you can fly from and to.		ZAWEB;ZAMOB	Company Information	About Us										16/02/2016	Alicia Price
qed376	What happens if I want to change or amend a booking where my original fare was off-peak but the new fare is in a peak period?	"peak, off-peak, flights"	"If you change your booking you'll need to pay the Avios price difference between the two fares if the date changes from off-peak to peak, plus the administration fee."		GBMOB;GBWEB;ZAWEB;ZAMOB	Spending and Using your Avios	Where to go										27/04/2015	Alicia Price
qed375	Do peak and off-peak fares apply to any airline that you can use Avios on?	"peak, off-peak, flights"	"No. The peak and off-peak fares apply only to British Airways and Iberia operated flights, as well as British Airways franchises and subsidiaries."		GBMOB;GBWEB;ZAWEB;ZAMOB	Spending and Using your Avios	Where to go										27/04/2015	Alicia Price
qed342	What are Preferred hotels?		These hotels are personally recommended by the Avios team. We regularly assess them to make sure they offer excellent quality and great value for your Avios.Look out for the thumbs up symbol next to all our Preferred hotels.		GBMOB;GBWEB	Spending and Using your Avios	Where to go										18/07/2014	Alicia Price
qed381	How many seats will be available on each flight?	"availability, flights"	"There are a minimum number of seats guaranteed on every British Airways operated flight: four World Traveller / Euro Traveller seats and two Club World / Club Europe seats. Reward seat availability is shared between all programmes using the Avios currency and does not include Comair, Sunair or any other airline."		ZAWEB;ZAMOB	Spending and Using your Avios	Where to go										27/04/2015	Alicia Price
qed339	Can I use Avios to book hotels?	accomodatio	"Yes, it is possible to use your Avios on a wide range of hotels worldwide. Please click here to search for availability and find out how many Avios you'll need for your trip."		ZAWEB;ZAMOB	Spending and Using your Avios	Where to go										11/07/2014	Emma Simpson
bg205	Where can my Avios take me?	"use, points, MANY, country, countries, PARIS, ROME, hawaii, ireland, FLORENCE, ITALY, italian, lakes, mexico, kirkwall, las, monaco, pisa, AMERICA , africa, dublin, belgium, USA, YORK, NY, TOKYO, BARCELONA, SPAIN, FRANCE, cuba, havana, havanna, santorini, greece, MADRID, SHANGHAI, AMSTERDAM, FAR, available, zones, distance, destinations, destination, map, travel, far, fly to, go, far, destination, caribbean, cyprus, turkey, hong kong, funchal, fly, flight, flights, moscow, egypt, bucharest, budapest, prague, berlin, alicante, faro, greece, spain, america, australia, lanzarote, tenerife, canaries, majorca, menorca, ibiza, city, cities, place, places, sharm, dubai, florida, barbados, bermuda, billund, kefalonia, greece, greek isles, cape, st lucia, denmark, german, mauritius, reyjavik, Boston,  vancouver, bangkok, grand prix"	"To find out where you can fly with Avios, please view our Explorer Map by clicking here. Our Explorer Map shows you all of our British Airways destinations and how many Avios you'll need for a return flight, travelling in economy. You can view all the destinations quickly and easily by clicking on the List button.To see which other airlines you can fly with, please click here.    We also offer Avios &amp; Money fares, where you can pay for your fare using a mixture of Avios and money, so you can still use your Avios even if you don't have enough to cover the full Avios amount. To search for your flights and view all the available pricing options, please click here. If you'd like to travel in style, you can use your Avios to get flights in all British Airways cabins - not just economy. Click here for more information on British Airways travel classes and the Avios prices. Don't forget; you can also use your Avios for all sorts of other travel products, including hotels, car hire, package holidays, cruises, Eurostar and much, much more. Click here to see all of the ways that you can spend your Avios.  If you need any help using your Avios for flights or any other travel and leisure products that we offer, please get in touch with us and we'll be happy to help. "		GBMOB;GBWEB	Spending and Using your Avios	Where to go										26/09/2014	Emma Simpson
qed092	What can I spend my Avios on?	"airport parking, lounge, lounges, wine, days out, attraction tickets, hotels, car hire, car rental, ferries, ferry, holidays, cruise, cruises, holiday, use, buy, thomson, thomas cook, hoseasons, butlins, superbreak, first choice, monarch, flybe, package, tour, tours, packages, parking, disneyland, beer, disney land, disney, disneyworld, tickets, keycamp, upgrades, upgrade, self-catering, uk holidays, haven, cottages, apartments, warner, keycamp, first choice, tour operator, tour operators, dog, dogs, dog friendly, australia, america, book, "	"You can spend Avios on all sorts of exciting travel and leisure rewards. These include flights, hotels, package holidays, cruises, car hire - as well as lots of little extras, such as cases of wine, days out, theatre tickets, airport lounges and airport parking. Some of our products can be booked on our mobile site. You can click on the links below to check availability or to book: Flights Hotels  Other products like car hire and insurance are not currently available to use on your mobile but you can still book them online via your laptop or PC.  Or alternatively give us a call on 0844 49 333 49. Avios can also be used to upgrade British Airways flights that you've already booked with us. If you've booked a flight directly with ourselves and would like to enquire about upgrading your seats, please give us a call on the number above. "		GBMOB	Spending and Using your Avios	Where to go										09/06/2014	Emma Simpson
qed398	What is Car Hire Excess Insurance?		"When hiring a car, your rate will typically include insurance (often known as Collision Damage Waiver and Theft Protection).This insurance will usually have an excess - a fixed amount you have to pay if you damage the car or it is stolen, whether or not it?s your fault.The excess is typically £750 but can be as high as £2,000.When you pick up your car, you\'ll be offered enhanced insurance (often known as Super Collision Damage Waiver and Super Theft Protection) which will reduce, and sometimes cancel, the excess you are liable for.The cost of their enhanced insurance can be £20 or more per day. As a much cheaper alternative, our Car Hire Excess Insurance lets you claim back any excess charged - from just £3.90 or 650 Avios per day.You will need to be able to pay the excess while you are away before claiming it back."		GBMOB;GBWEB	Spending and Using your Avios	Where to go										18/08/2015	Alicia Price
qed371	Can I travel out during the peak period and return in off-peak?	"peak, off-peak, flights"	"Yes, you\'ll pay for each flight based on your date of departure and date of return. So if you depart on a peak date and return on an off-peak date, then you\'ll pay the peak Avios fare for your outbound flight and the lower off-peak Avios fare for the return leg."		GBMOB;GBWEB;ZAWEB;ZAMOB	Spending and Using your Avios	Where to go										26/01/2015	Alicia Price
qed380	How many seats are available in total each year?	"availability, flights"	There are over 9 million Avios reward seats available on British Airways operated flights every year. Reward seat availability is shared between all programmes using the Avios currency and does not include Comair and Sunair.		ZAWEB;ZAMOB	Spending and Using your Avios	Where to go										27/01/2015	Alicia Price
qed388	Do I need to fly via London when spending my Avios?	"airlines, connections, regional"	"We want to give you options on how to spend Avios that best suit your needs. As well as British Airways, there are a number of regional airlines we work with who you can fly direct with. Find out details about our airline partners"		GBMOB;GBWEB	Spending and Using your Avios	Where to go										26/01/2015	Alicia Price
qed393	How many seats are available in total each year?	"flights, availability"	There are over 9 million Avios reward seats available on British Airways operated flights every year. Reward seat availability is shared between all programmes using the Avios currency.		GBMOB;GBWEB	Spending and Using your Avios	Where to go										26/01/2015	Alicia Price
qed354	Can I redeem Avios on Flybe flights?		"Yes, it's possible to use your Avios towards a great selection of flights across Europe with Flybe. You'll just pay for the taxes, fees and carrier charges. Please click here to check availability."		GBMOB;GBWEB	Spending and Using your Avios	Where to go										24/11/2014	Emma Simpson
qed372	When are the new peak and off-peak travel periods?		The new peak and off-peak Avios pricing model is broadly based on the typically busy and quieter travel periods across the British Airways network. Find out more about peak and off-peak dates		ZAWEB;ZAMOB	Spending and Using your Avios	Where to go										16/04/2015	Alicia Price
qed374	How do peak and off-peak fares compare to current fares across all cabin classes?		Peak and off-peak fares will vary across cabin classes. See our peak and off-peak fares		ZAWEB;ZAMOB	Spending and Using your Avios	Where to go										16/04/2015	Alicia Price
za40	What can I spend my Avios on?	Johannesburg cape town durban port elizabeth Harare Victoria Falls Maputo Livingstone Windhoek Mauritius London Flights Paris Amsterdam Venice Hong Kong Singapore New York Rome Geneva hotels hotel accomodation stay	"You can spend Avios on worldwide flights and a great selection of hotels. You can click on the 'Spend' Avios link to check availability or to book. Alternatively give us a call on 0214 277 555.Avios can also be used to upgrade British Airways flights that you've already booked with us, subject to availability. If you've booked a flight directly with us and would like to enquire about upgrading your seats, please give us a call on the number above."		ZAWEB;ZAMOB	Spending and Using your Avios	Where to go										23/09/2015	Alicia Price
qed345	Which airlines can I fly with using my Avios?	"airlines, spend, fly "	"You can use your Avios on the following airlines: British Airways, Iberia and selected Comair routes. To see where you can fly from and to, please click here or call us on 0214 277 555."		ZAWEB;ZAMOB	Spending and Using your Avios	Where to go										23/09/2015	Alicia Price
qed397	What is ‘DoMore with Avios’?		"It is an initiative that invites Avios collectors’ friends and family to take over ouradvertising space. By creating a personalised ad, they can give their collectora nudge to spend their Avios with them. We want our members to see all thedifferent ways they can spend Avios and make the most of their time withfriends and family by doing more with Avios.Go to domorewithavios.com to create an advert for your friend."		GBMOB;GBWEB	Spending and Using your Avios	Where to go										27/07/2015	Alicia Price
